,Zone,Elevation,Flood_Frequency,Flood_Duration_Percent,Flood_Duration_Hour,Avg_HT,SE_HT,Avg_LT,SE_LT,Avg_HH,SE_HH,Max_Tide,MonitoringTime
1,Platform,1.234,100,99.74531141,718,1.415018519,0.026635339,1.241759259,0.000520667,1.481903226,0.03834115,1.9,29.98611111
2,Root Zone,1.184,100,100,719.8333333,NA,NA,NA,NA,NA,NA,NA,29.98611111
