"","Zone","Elevation","Flood_Frequency","Flood_Duration_Percent","Flood_Duration_Hour","Avg_HT","SE_HT","Avg_LT","SE_LT","Avg_HH","SE_HH","Max_Tide","MonitoringTime"
"1","Platform",0.967,100,100,695.833333333333,1.43207407407407,0.0236685984367044,1.34352,0.0041774164459945,1.46755172413793,0.0379979447916775,1.88,29.0277777777778
"2","Root Zone",0.917,100,100,695.833333333333,NA,NA,NA,NA,NA,NA,NA,29.0277777777778
