"","Zone","Elevation","Flood_Frequency","Flood_Duration_Percent","Flood_Duration_Hour","Avg_HT","SE_HT","Avg_LT","SE_LT","Avg_HH","SE_HH","Max_Tide","MonitoringTime"
"1","Platform",1.316,100,100,718.666666666667,1.4936862745098,0.0231098568257514,1.40901785714286,0.00150529176345831,1.5196,0.0352716746764703,1.998,29.9791666666667
"2","Root Zone",1.266,100,100,718.666666666667,NA,NA,NA,NA,NA,NA,NA,29.9791666666667
