"","Zone","Elevation","Flood_Frequency","Flood_Duration_Percent","Flood_Duration_Hour","Avg_HT","SE_HT","Avg_LT","SE_LT","Avg_HH","SE_HH","Max_Tide","MonitoringTime"
"1","Platform",0.967,100,100,667.666666666667,1.46228571428571,0.0261013971149891,1.31988235294118,0.00514477820622368,1.53793103448276,0.0430584701288681,1.989,27.8125
"2","Root Zone",0.917,100,100,667.666666666667,NA,NA,NA,NA,NA,NA,NA,27.8125
