Date.Time,Creek,RUN1_Pool,RUN1_GW,NAC1,REF
6/21/2023 0:00,0.768,1.115,1.22,1.5,1.595
6/21/2023 0:10,0.873,1.115,1.217,1.499,1.592
6/21/2023 0:20,0.985,1.116,1.221,1.501,1.595
6/21/2023 0:30,1.072,1.116,1.219,1.502,1.594
6/21/2023 0:40,1.138,1.118,1.218,1.499,1.594
6/21/2023 0:50,1.214,1.119,1.22,1.5,1.593
6/21/2023 1:00,1.267,1.142,1.22,1.501,1.595
6/21/2023 1:10,1.308,1.175,1.219,1.5,1.594
6/21/2023 1:20,1.353,1.197,1.219,1.5,1.593
6/21/2023 1:30,1.374,1.232,1.221,1.499,1.593
6/21/2023 1:40,1.399,1.263,1.221,1.5,1.593
6/21/2023 1:50,1.414,1.292,1.225,1.501,1.593
6/21/2023 2:00,1.413,1.315,1.227,1.499,1.594
6/21/2023 2:10,1.41,1.331,1.237,1.5,1.592
6/21/2023 2:20,1.394,1.344,1.255,1.498,1.592
6/21/2023 2:30,1.369,1.351,1.309,1.5,1.592
6/21/2023 2:40,1.341,1.353,1.332,1.5,1.592
6/21/2023 2:50,1.3,1.345,1.335,1.499,1.593
6/21/2023 3:00,1.258,1.337,1.329,1.499,1.593
6/21/2023 3:10,1.201,1.322,1.318,1.498,1.593
6/21/2023 3:20,1.137,1.308,1.31,1.5,1.594
6/21/2023 3:30,1.064,1.291,1.298,1.497,1.591
6/21/2023 3:40,0.988,1.277,1.291,1.499,1.593
6/21/2023 3:50,0.907,1.26,1.287,1.498,1.592
6/21/2023 4:00,0.829,1.245,1.287,1.5,1.594
6/21/2023 4:10,0.75,1.229,1.284,1.5,1.592
6/21/2023 4:20,0.67,1.215,1.282,1.5,1.592
6/21/2023 4:30,0.583,1.201,1.278,1.499,1.593
6/21/2023 4:40,0.499,1.187,1.271,1.498,1.592
6/21/2023 4:50,0.417,1.179,1.268,1.498,1.592
6/21/2023 5:00,0.333,1.174,1.27,1.5,1.594
6/21/2023 5:10,0.251,1.168,1.268,1.498,1.592
6/21/2023 5:20,0.169,1.164,1.265,1.497,1.591
6/21/2023 5:30,0.085,1.158,1.264,1.498,1.593
6/21/2023 5:40,0.002,1.154,1.262,1.496,1.59
6/21/2023 5:50,-0.062,1.153,1.261,1.499,1.591
6/21/2023 6:00,-0.084,1.15,1.26,1.496,1.589
6/21/2023 6:10,-0.093,1.148,1.257,1.497,1.591
6/21/2023 6:20,-0.099,1.144,1.256,1.496,1.591
6/21/2023 6:30,-0.103,1.145,1.254,1.497,1.589
6/21/2023 6:40,-0.105,1.141,1.25,1.496,1.59
6/21/2023 6:50,-0.108,1.141,1.25,1.496,1.588
6/21/2023 7:00,-0.108,1.138,1.245,1.494,1.587
6/21/2023 7:10,-0.106,1.135,1.245,1.494,1.587
6/21/2023 7:20,-0.107,1.135,1.242,1.493,1.585
6/21/2023 7:30,-0.105,1.135,1.242,1.495,1.586
6/21/2023 7:40,-0.106,1.133,1.24,1.494,1.587
6/21/2023 7:50,-0.108,1.13,1.239,1.491,1.585
6/21/2023 8:00,-0.108,1.129,1.235,1.491,1.585
6/21/2023 8:10,-0.109,1.128,1.235,1.492,1.585
6/21/2023 8:20,-0.106,1.129,1.234,1.492,1.584
6/21/2023 8:30,-0.108,1.124,1.232,1.49,1.584
6/21/2023 8:40,-0.109,1.121,1.23,1.489,1.581
6/21/2023 8:50,-0.113,1.121,1.231,1.485,1.581
6/21/2023 9:00,-0.112,1.12,1.228,1.487,1.579
6/21/2023 9:10,-0.108,1.122,1.23,1.489,1.582
6/21/2023 9:20,-0.106,1.121,1.229,1.49,1.582
6/21/2023 9:30,-0.102,1.121,1.227,1.487,1.583
6/21/2023 9:40,-0.103,1.123,1.228,1.489,1.581
6/21/2023 9:50,-0.101,1.123,1.227,1.49,1.581
6/21/2023 10:00,-0.101,1.123,1.225,1.49,1.581
6/21/2023 10:10,-0.101,1.118,1.224,1.488,1.579
6/21/2023 10:20,-0.103,1.118,1.223,1.487,1.578
6/21/2023 10:30,-0.102,1.12,1.225,1.489,1.581
6/21/2023 10:40,-0.103,1.118,1.222,1.487,1.578
6/21/2023 10:50,-0.102,1.119,1.222,1.487,1.578
6/21/2023 11:00,-0.101,1.119,1.223,1.487,1.581
6/21/2023 11:10,-0.104,1.12,1.22,1.485,1.578
6/21/2023 11:20,-0.102,1.118,1.219,1.485,1.579
6/21/2023 11:30,-0.101,1.117,1.219,1.485,1.579
6/21/2023 11:40,-0.102,1.117,1.215,1.484,1.578
6/21/2023 11:50,-0.101,1.117,1.226,1.484,1.578
6/21/2023 12:00,-0.101,1.117,1.218,1.487,1.578
6/21/2023 12:10,-0.074,1.119,1.218,1.487,1.578
6/21/2023 12:20,0.043,1.119,1.216,1.489,1.579
6/21/2023 12:30,0.145,1.116,1.214,1.486,1.577
6/21/2023 12:40,0.263,1.114,1.21,1.486,1.577
6/21/2023 12:50,0.376,1.116,1.21,1.486,1.579
6/21/2023 13:00,0.482,1.113,1.208,1.483,1.574
6/21/2023 13:10,0.588,1.114,1.208,1.485,1.577
6/21/2023 13:20,0.681,1.115,1.209,1.486,1.576
6/21/2023 13:30,0.772,1.115,1.207,1.485,1.577
6/21/2023 13:40,0.837,1.112,1.205,1.481,1.575
6/21/2023 13:50,0.903,1.111,1.205,1.483,1.575
6/21/2023 14:00,0.942,1.113,1.205,1.482,1.576
6/21/2023 14:10,0.976,1.11,1.202,1.482,1.574
6/21/2023 14:20,0.994,1.111,1.205,1.483,1.577
6/21/2023 14:30,1.002,1.108,1.202,1.48,1.572
6/21/2023 14:40,0.994,1.109,1.2,1.481,1.573
6/21/2023 14:50,0.983,1.11,1.201,1.481,1.573
6/21/2023 15:00,0.964,1.107,1.198,1.479,1.57
6/21/2023 15:10,0.947,1.107,1.199,1.479,1.569
6/21/2023 15:20,0.925,1.105,1.2,1.48,1.569
6/21/2023 15:30,0.889,1.108,1.2,1.481,1.57
6/21/2023 15:40,0.851,1.107,1.198,1.478,1.57
6/21/2023 15:50,0.804,1.106,1.198,1.478,1.57
6/21/2023 16:00,0.751,1.106,1.199,1.477,1.569
6/21/2023 16:10,0.702,1.108,1.199,1.479,1.569
6/21/2023 16:20,0.64,1.107,1.197,1.476,1.569
6/21/2023 16:30,0.584,1.107,1.199,1.479,1.571
6/21/2023 16:40,0.513,1.105,1.198,1.478,1.567
6/21/2023 16:50,0.448,1.105,1.2,1.477,1.567
6/21/2023 17:00,0.383,1.103,1.195,1.477,1.565
6/21/2023 17:10,0.317,1.105,1.199,1.476,1.567
6/21/2023 17:20,0.245,1.105,1.199,1.475,1.566
6/21/2023 17:30,0.184,1.104,1.198,1.476,1.566
6/21/2023 17:40,0.119,1.103,1.198,1.475,1.567
6/21/2023 17:50,0.05,1.105,1.2,1.475,1.565
6/21/2023 18:00,-0.018,1.102,1.199,1.474,1.564
6/21/2023 18:10,-0.061,1.102,1.199,1.474,1.563
6/21/2023 18:20,-0.078,1.102,1.199,1.474,1.563
6/21/2023 18:30,-0.086,1.102,1.197,1.473,1.562
6/21/2023 18:40,-0.093,1.103,1.199,1.474,1.566
6/21/2023 18:50,-0.096,1.1,1.197,1.472,1.562
6/21/2023 19:00,-0.101,1.101,1.198,1.473,1.563
6/21/2023 19:10,-0.1,1.101,1.2,1.475,1.563
6/21/2023 19:20,-0.102,1.099,1.199,1.474,1.56
6/21/2023 19:30,-0.104,1.1,1.2,1.472,1.563
6/21/2023 19:40,-0.106,1.101,1.2,1.475,1.563
6/21/2023 19:50,-0.107,1.103,1.203,1.475,1.564
6/21/2023 20:00,-0.107,1.102,1.203,1.474,1.562
6/21/2023 20:10,-0.108,1.102,1.203,1.476,1.563
6/21/2023 20:20,-0.107,1.104,1.206,1.476,1.564
6/21/2023 20:30,-0.112,1.101,1.203,1.473,1.563
6/21/2023 20:40,-0.112,1.101,1.203,1.475,1.563
6/21/2023 20:50,-0.111,1.105,1.206,1.477,1.564
6/21/2023 21:00,-0.114,1.104,1.204,1.476,1.564
6/21/2023 21:10,-0.112,1.104,1.207,1.478,1.566
6/21/2023 21:20,-0.114,1.105,1.208,1.479,1.564
6/21/2023 21:30,-0.116,1.107,1.209,1.48,1.565
6/21/2023 21:40,-0.118,1.106,1.209,1.48,1.564
6/21/2023 21:50,-0.117,1.105,1.207,1.478,1.564
6/21/2023 22:00,-0.117,1.105,1.209,1.481,1.565
6/21/2023 22:10,-0.116,1.107,1.211,1.482,1.565
6/21/2023 22:20,-0.119,1.104,1.209,1.479,1.564
6/21/2023 22:30,-0.12,1.104,1.208,1.478,1.562
6/21/2023 22:40,-0.119,1.105,1.209,1.482,1.563
6/21/2023 22:50,-0.114,1.103,1.207,1.478,1.561
6/21/2023 23:00,-0.114,1.103,1.207,1.478,1.561
6/21/2023 23:10,-0.113,1.105,1.208,1.477,1.562
6/21/2023 23:20,-0.114,1.106,1.209,1.481,1.561
6/21/2023 23:30,-0.114,1.106,1.209,1.482,1.562
6/21/2023 23:40,-0.03,1.105,1.208,1.481,1.562
6/21/2023 23:50,0.081,1.104,1.207,1.48,1.559
6/22/2023 0:00,0.188,1.104,1.209,1.48,1.56
6/22/2023 0:10,0.309,1.105,1.21,1.479,1.56
6/22/2023 0:20,0.427,1.106,1.208,1.479,1.561
6/22/2023 0:30,0.543,1.106,1.209,1.481,1.561
6/22/2023 0:40,0.655,1.106,1.207,1.48,1.558
6/22/2023 0:50,0.763,1.106,1.209,1.479,1.559
6/22/2023 1:00,0.858,1.105,1.208,1.479,1.559
6/22/2023 1:10,0.944,1.105,1.209,1.478,1.56
6/22/2023 1:20,1.025,1.108,1.209,1.48,1.56
6/22/2023 1:30,1.099,1.107,1.209,1.482,1.562
6/22/2023 1:40,1.158,1.104,1.207,1.478,1.558
6/22/2023 1:50,1.205,1.112,1.21,1.481,1.561
6/22/2023 2:00,1.25,1.136,1.209,1.48,1.56
6/22/2023 2:10,1.274,1.168,1.211,1.48,1.561
6/22/2023 2:20,1.297,1.188,1.209,1.479,1.56
6/22/2023 2:30,1.31,1.211,1.211,1.481,1.56
6/22/2023 2:40,1.305,1.231,1.21,1.478,1.559
6/22/2023 2:50,1.299,1.247,1.213,1.481,1.561
6/22/2023 3:00,1.283,1.257,1.213,1.478,1.559
6/22/2023 3:10,1.258,1.264,1.215,1.48,1.56
6/22/2023 3:20,1.227,1.255,1.215,1.478,1.559
6/22/2023 3:30,1.188,1.244,1.214,1.478,1.559
6/22/2023 3:40,1.146,1.23,1.219,1.479,1.558
6/22/2023 3:50,1.094,1.218,1.219,1.476,1.557
6/22/2023 4:00,1.041,1.205,1.217,1.479,1.558
6/22/2023 4:10,0.984,1.193,1.219,1.479,1.557
6/22/2023 4:20,0.917,1.18,1.219,1.479,1.558
6/22/2023 4:30,0.861,1.172,1.219,1.479,1.558
6/22/2023 4:40,0.781,1.164,1.216,1.477,1.555
6/22/2023 4:50,0.705,1.157,1.215,1.478,1.554
6/22/2023 5:00,0.624,1.151,1.215,1.478,1.556
6/22/2023 5:10,0.546,1.152,1.216,1.48,1.557
6/22/2023 5:20,0.465,1.15,1.215,1.478,1.556
6/22/2023 5:30,0.382,1.145,1.213,1.476,1.556
6/22/2023 5:40,0.301,1.143,1.213,1.478,1.556
6/22/2023 5:50,0.223,1.142,1.213,1.478,1.556
6/22/2023 6:00,0.144,1.138,1.212,1.477,1.554
6/22/2023 6:10,0.069,1.138,1.215,1.478,1.556
6/22/2023 6:20,-0.01,1.134,1.212,1.476,1.554
6/22/2023 6:30,-0.081,1.132,1.211,1.477,1.554
6/22/2023 6:40,-0.104,1.133,1.21,1.475,1.554
6/22/2023 6:50,-0.11,1.132,1.211,1.476,1.553
6/22/2023 7:00,-0.115,1.129,1.21,1.476,1.551
6/22/2023 7:10,-0.114,1.127,1.209,1.475,1.552
6/22/2023 7:20,-0.114,1.127,1.209,1.474,1.551
6/22/2023 7:30,-0.117,1.124,1.208,1.475,1.552
6/22/2023 7:40,-0.118,1.122,1.206,1.471,1.548
6/22/2023 7:50,-0.117,1.122,1.205,1.473,1.548
6/22/2023 8:00,-0.117,1.12,1.205,1.472,1.548
6/22/2023 8:10,-0.117,1.122,1.205,1.472,1.547
6/22/2023 8:20,-0.116,1.12,1.206,1.471,1.546
6/22/2023 8:30,-0.116,1.116,1.203,1.47,1.546
6/22/2023 8:40,-0.115,1.117,1.204,1.468,1.547
6/22/2023 8:50,-0.115,1.115,1.2,1.469,1.546
6/22/2023 9:00,-0.113,1.114,1.201,1.47,1.545
6/22/2023 9:10,-0.11,1.115,1.202,1.471,1.546
6/22/2023 9:20,-0.112,1.114,1.199,1.467,1.545
6/22/2023 9:30,-0.108,1.112,1.199,1.468,1.546
6/22/2023 9:40,-0.107,1.115,1.199,1.47,1.547
6/22/2023 9:50,-0.105,1.113,1.196,1.469,1.545
6/22/2023 10:00,-0.108,1.112,1.195,1.468,1.544
6/22/2023 10:10,-0.103,1.111,1.195,1.468,1.546
6/22/2023 10:20,-0.104,1.11,1.193,1.468,1.544
6/22/2023 10:30,-0.104,1.108,1.192,1.465,1.543
6/22/2023 10:40,-0.103,1.11,1.19,1.466,1.543
6/22/2023 10:50,-0.102,1.109,1.193,1.469,1.547
6/22/2023 11:00,-0.103,1.107,1.188,1.463,1.544
6/22/2023 11:10,-0.102,1.11,1.189,1.466,1.544
6/22/2023 11:20,-0.103,1.109,1.187,1.465,1.541
6/22/2023 11:30,-0.104,1.107,1.185,1.465,1.543
6/22/2023 11:40,-0.101,1.108,1.188,1.466,1.544
6/22/2023 11:50,-0.103,1.106,1.182,1.462,1.54
6/22/2023 12:00,-0.102,1.107,1.184,1.464,1.542
6/22/2023 12:10,-0.103,1.108,1.183,1.463,1.543
6/22/2023 12:20,-0.102,1.105,1.183,1.464,1.542
6/22/2023 12:30,-0.102,1.108,1.182,1.466,1.542
6/22/2023 12:40,-0.102,1.106,1.182,1.464,1.542
6/22/2023 12:50,-0.091,1.107,1.182,1.464,1.542
6/22/2023 13:00,0.024,1.105,1.178,1.462,1.541
6/22/2023 13:10,0.121,1.104,1.179,1.461,1.539
6/22/2023 13:20,0.231,1.105,1.177,1.463,1.539
6/22/2023 13:30,0.347,1.104,1.175,1.46,1.541
6/22/2023 13:40,0.443,1.105,1.177,1.461,1.54
6/22/2023 13:50,0.541,1.102,1.174,1.46,1.54
6/22/2023 14:00,0.634,1.104,1.176,1.462,1.539
6/22/2023 14:10,0.723,1.104,1.174,1.461,1.539
6/22/2023 14:20,0.8,1.104,1.174,1.461,1.539
6/22/2023 14:30,0.85,1.102,1.172,1.457,1.537
6/22/2023 14:40,0.906,1.102,1.172,1.46,1.537
6/22/2023 14:50,0.937,1.102,1.172,1.459,1.538
6/22/2023 15:00,0.964,1.1,1.172,1.459,1.537
6/22/2023 15:10,0.972,1.102,1.172,1.459,1.537
6/22/2023 15:20,0.961,1.103,1.172,1.459,1.537
6/22/2023 15:30,0.954,1.099,1.168,1.457,1.535
6/22/2023 15:40,0.938,1.1,1.17,1.459,1.538
6/22/2023 15:50,0.928,1.099,1.17,1.457,1.537
6/22/2023 16:00,0.911,1.1,1.171,1.458,1.538
6/22/2023 16:10,0.885,1.101,1.17,1.458,1.538
6/22/2023 16:20,0.855,1.102,1.172,1.458,1.539
6/22/2023 16:30,0.8,1.098,1.167,1.455,1.536
6/22/2023 16:40,0.759,1.098,1.168,1.458,1.537
6/22/2023 16:50,0.703,1.099,1.169,1.457,1.538
6/22/2023 17:00,0.645,1.097,1.167,1.455,1.536
6/22/2023 17:10,0.583,1.096,1.172,1.456,1.537
6/22/2023 17:20,0.521,1.097,1.171,1.457,1.538
6/22/2023 17:30,0.465,1.096,1.172,1.457,1.537
6/22/2023 17:40,0.405,1.098,1.172,1.455,1.536
6/22/2023 17:50,0.351,1.098,1.171,1.456,1.537
6/22/2023 18:00,0.281,1.096,1.172,1.456,1.535
6/22/2023 18:10,0.222,1.098,1.172,1.458,1.537
6/22/2023 18:20,0.149,1.096,1.171,1.455,1.536
6/22/2023 18:30,0.088,1.095,1.173,1.456,1.535
6/22/2023 18:40,0.017,1.097,1.172,1.455,1.536
6/22/2023 18:50,-0.048,1.098,1.172,1.457,1.534
6/22/2023 19:00,-0.1,1.096,1.173,1.455,1.533
6/22/2023 19:10,-0.108,1.095,1.172,1.453,1.532
6/22/2023 19:20,-0.11,1.097,1.174,1.458,1.534
6/22/2023 19:30,-0.113,1.095,1.174,1.456,1.534
6/22/2023 19:40,-0.114,1.097,1.177,1.456,1.537
6/22/2023 19:50,-0.114,1.097,1.177,1.458,1.534
6/22/2023 20:00,-0.114,1.097,1.177,1.457,1.535
6/22/2023 20:10,-0.113,1.099,1.18,1.457,1.538
6/22/2023 20:20,-0.113,1.097,1.181,1.458,1.537
6/22/2023 20:30,-0.113,1.099,1.18,1.46,1.536
6/22/2023 20:40,-0.115,1.098,1.178,1.458,1.536
6/22/2023 20:50,-0.115,1.099,1.178,1.459,1.535
6/22/2023 21:00,-0.116,1.096,1.181,1.46,1.536
6/22/2023 21:10,-0.114,1.098,1.182,1.46,1.535
6/22/2023 21:20,-0.115,1.097,1.182,1.459,1.536
6/22/2023 21:30,-0.115,1.099,1.182,1.459,1.537
6/22/2023 21:40,-0.119,1.098,1.183,1.46,1.536
6/22/2023 21:50,-0.115,1.098,1.183,1.46,1.534
6/22/2023 22:00,-0.116,1.099,1.182,1.457,1.534
6/22/2023 22:10,-0.116,1.098,1.182,1.46,1.536
6/22/2023 22:20,-0.117,1.097,1.184,1.457,1.533
6/22/2023 22:30,-0.111,1.097,1.182,1.459,1.533
6/22/2023 22:40,-0.111,1.098,1.184,1.461,1.535
6/22/2023 22:50,-0.109,1.098,1.186,1.461,1.535
6/22/2023 23:00,-0.111,1.098,1.186,1.461,1.533
6/22/2023 23:10,-0.112,1.097,1.184,1.461,1.535
6/22/2023 23:20,-0.115,1.096,1.183,1.459,1.531
6/22/2023 23:30,-0.112,1.097,1.187,1.46,1.533
6/22/2023 23:40,-0.109,1.1,1.188,1.462,1.534
6/22/2023 23:50,-0.111,1.097,1.186,1.462,1.532
6/23/2023 0:00,-0.111,1.096,1.186,1.46,1.532
6/23/2023 0:10,-0.11,1.098,1.186,1.462,1.532
6/23/2023 0:20,-0.023,1.097,1.186,1.461,1.532
6/23/2023 0:30,0.074,1.097,1.186,1.46,1.529
6/23/2023 0:40,0.181,1.096,1.188,1.46,1.532
6/23/2023 0:50,0.289,1.095,1.186,1.46,1.532
6/23/2023 1:00,0.402,1.098,1.187,1.461,1.531
6/23/2023 1:10,0.516,1.097,1.185,1.461,1.531
6/23/2023 1:20,0.627,1.095,1.185,1.457,1.528
6/23/2023 1:30,0.735,1.096,1.187,1.459,1.529
6/23/2023 1:40,0.832,1.097,1.186,1.462,1.531
6/23/2023 1:50,0.919,1.096,1.19,1.462,1.531
6/23/2023 2:00,0.999,1.098,1.188,1.46,1.529
6/23/2023 2:10,1.073,1.097,1.189,1.461,1.53
6/23/2023 2:20,1.131,1.098,1.191,1.461,1.532
6/23/2023 2:30,1.183,1.096,1.189,1.461,1.53
6/23/2023 2:40,1.221,1.112,1.187,1.461,1.53
6/23/2023 2:50,1.246,1.143,1.19,1.461,1.529
6/23/2023 3:00,1.256,1.169,1.19,1.461,1.529
6/23/2023 3:10,1.261,1.182,1.191,1.46,1.527
6/23/2023 3:20,1.259,1.2,1.189,1.46,1.529
6/23/2023 3:30,1.262,1.216,1.189,1.459,1.529
6/23/2023 3:40,1.244,1.226,1.191,1.46,1.529
6/23/2023 3:50,1.23,1.229,1.191,1.458,1.529
6/23/2023 4:00,1.206,1.224,1.194,1.462,1.529
6/23/2023 4:10,1.187,1.216,1.194,1.46,1.53
6/23/2023 4:20,1.15,1.208,1.194,1.462,1.53
6/23/2023 4:30,1.103,1.198,1.195,1.46,1.529
6/23/2023 4:40,1.042,1.185,1.194,1.46,1.53
6/23/2023 4:50,0.992,1.176,1.196,1.46,1.53
6/23/2023 5:00,0.928,1.163,1.193,1.461,1.528
6/23/2023 5:10,0.861,1.158,1.196,1.462,1.529
6/23/2023 5:20,0.797,1.153,1.195,1.462,1.528
6/23/2023 5:30,0.722,1.149,1.196,1.461,1.53
6/23/2023 5:40,0.658,1.144,1.195,1.463,1.528
6/23/2023 5:50,0.588,1.142,1.195,1.464,1.53
6/23/2023 6:00,0.521,1.14,1.195,1.463,1.53
6/23/2023 6:10,0.437,1.137,1.195,1.461,1.528
6/23/2023 6:20,0.366,1.136,1.195,1.461,1.528
6/23/2023 6:30,0.285,1.134,1.193,1.46,1.526
6/23/2023 6:40,0.209,1.133,1.193,1.46,1.528
6/23/2023 6:50,0.127,1.129,1.192,1.458,1.525
6/23/2023 7:00,0.054,1.13,1.193,1.459,1.524
6/23/2023 7:10,-0.026,1.128,1.192,1.46,1.526
6/23/2023 7:20,-0.08,1.126,1.192,1.458,1.524
6/23/2023 7:30,-0.091,1.126,1.192,1.46,1.525
6/23/2023 7:40,-0.097,1.123,1.195,1.459,1.526
6/23/2023 7:50,-0.098,1.124,1.194,1.46,1.528
6/23/2023 8:00,-0.1,1.122,1.192,1.458,1.525
6/23/2023 8:10,-0.102,1.123,1.192,1.458,1.525
6/23/2023 8:20,-0.103,1.121,1.191,1.459,1.526
6/23/2023 8:30,-0.1,1.12,1.192,1.458,1.525
6/23/2023 8:40,-0.099,1.121,1.191,1.46,1.526
6/23/2023 8:50,-0.1,1.118,1.189,1.46,1.524
6/23/2023 9:00,-0.102,1.117,1.188,1.457,1.523
6/23/2023 9:10,-0.101,1.115,1.189,1.458,1.524
6/23/2023 9:20,-0.1,1.119,1.19,1.461,1.527
6/23/2023 9:30,-0.102,1.116,1.186,1.459,1.525
6/23/2023 9:40,-0.105,1.113,1.189,1.459,1.523
6/23/2023 9:50,-0.104,1.114,1.189,1.459,1.524
6/23/2023 10:00,-0.102,1.112,1.185,1.458,1.524
6/23/2023 10:10,-0.104,1.11,1.183,1.456,1.522
6/23/2023 10:20,-0.105,1.11,1.184,1.456,1.523
6/23/2023 10:30,-0.105,1.109,1.184,1.457,1.522
6/23/2023 10:40,-0.105,1.11,1.184,1.456,1.521
6/23/2023 10:50,-0.104,1.109,1.185,1.457,1.524
6/23/2023 11:00,-0.103,1.109,1.181,1.456,1.52
6/23/2023 11:10,-0.105,1.107,1.18,1.453,1.52
6/23/2023 11:20,-0.1,1.108,1.179,1.456,1.521
6/23/2023 11:30,-0.101,1.107,1.178,1.455,1.52
6/23/2023 11:40,-0.101,1.106,1.176,1.453,1.518
6/23/2023 11:50,-0.102,1.105,1.173,1.452,1.519
6/23/2023 12:00,-0.101,1.104,1.172,1.454,1.519
6/23/2023 12:10,-0.101,1.104,1.171,1.451,1.518
6/23/2023 12:20,-0.101,1.103,1.172,1.452,1.518
6/23/2023 12:30,-0.103,1.103,1.17,1.451,1.515
6/23/2023 12:40,-0.101,1.102,1.169,1.451,1.516
6/23/2023 12:50,-0.103,1.1,1.167,1.45,1.515
6/23/2023 13:00,-0.101,1.103,1.167,1.452,1.518
6/23/2023 13:10,-0.099,1.103,1.167,1.451,1.518
6/23/2023 13:20,-0.081,1.101,1.165,1.45,1.516
6/23/2023 13:30,0.016,1.1,1.166,1.45,1.516
6/23/2023 13:40,0.116,1.1,1.163,1.448,1.516
6/23/2023 13:50,0.219,1.101,1.162,1.449,1.515
6/23/2023 14:00,0.326,1.102,1.165,1.45,1.516
6/23/2023 14:10,0.423,1.102,1.163,1.448,1.517
6/23/2023 14:20,0.515,1.099,1.159,1.448,1.515
6/23/2023 14:30,0.614,1.101,1.161,1.448,1.516
6/23/2023 14:40,0.689,1.101,1.157,1.449,1.514
6/23/2023 14:50,0.768,1.1,1.158,1.448,1.513
6/23/2023 15:00,0.844,1.098,1.155,1.446,1.513
6/23/2023 15:10,0.902,1.1,1.155,1.449,1.515
6/23/2023 15:20,0.937,1.098,1.155,1.448,1.515
6/23/2023 15:30,0.974,1.098,1.154,1.448,1.517
6/23/2023 15:40,0.983,1.096,1.152,1.445,1.512
6/23/2023 15:50,0.988,1.098,1.152,1.448,1.512
6/23/2023 16:00,0.996,1.1,1.152,1.448,1.515
6/23/2023 16:10,0.98,1.098,1.154,1.446,1.512
6/23/2023 16:20,0.976,1.098,1.154,1.446,1.512
6/23/2023 16:30,0.97,1.097,1.152,1.446,1.513
6/23/2023 16:40,0.939,1.095,1.15,1.446,1.512
6/23/2023 16:50,0.914,1.096,1.151,1.445,1.512
6/23/2023 17:00,0.89,1.094,1.15,1.444,1.511
6/23/2023 17:10,0.849,1.095,1.152,1.445,1.511
6/23/2023 17:20,0.814,1.097,1.151,1.445,1.511
6/23/2023 17:30,0.757,1.095,1.152,1.446,1.512
6/23/2023 17:40,0.696,1.096,1.149,1.446,1.512
6/23/2023 17:50,0.644,1.097,1.154,1.446,1.513
6/23/2023 18:00,0.574,1.095,1.152,1.445,1.51
6/23/2023 18:10,0.52,1.097,1.152,1.445,1.512
6/23/2023 18:20,0.463,1.093,1.151,1.442,1.511
6/23/2023 18:30,0.401,1.097,1.153,1.448,1.513
6/23/2023 18:40,0.335,1.096,1.155,1.446,1.512
6/23/2023 18:50,0.27,1.096,1.154,1.446,1.509
6/23/2023 19:00,0.2,1.094,1.154,1.446,1.511
6/23/2023 19:10,0.136,1.095,1.154,1.444,1.511
6/23/2023 19:20,0.073,1.097,1.156,1.446,1.512
6/23/2023 19:30,0.008,1.096,1.156,1.447,1.514
6/23/2023 19:40,-0.05,1.098,1.157,1.448,1.513
6/23/2023 19:50,-0.087,1.096,1.158,1.449,1.514
6/23/2023 20:00,-0.099,1.095,1.159,1.448,1.513
6/23/2023 20:10,-0.101,1.097,1.16,1.45,1.514
6/23/2023 20:20,-0.103,1.096,1.161,1.448,1.513
6/23/2023 20:30,-0.101,1.098,1.163,1.451,1.515
6/23/2023 20:40,-0.104,1.098,1.162,1.449,1.512
6/23/2023 20:50,-0.107,1.097,1.161,1.448,1.513
6/23/2023 21:00,-0.107,1.097,1.163,1.45,1.513
6/23/2023 21:10,-0.109,1.096,1.163,1.45,1.512
6/23/2023 21:20,-0.11,1.096,1.162,1.447,1.511
6/23/2023 21:30,-0.109,1.096,1.164,1.451,1.513
6/23/2023 21:40,-0.109,1.095,1.163,1.451,1.511
6/23/2023 21:50,-0.109,1.094,1.165,1.45,1.512
6/23/2023 22:00,-0.109,1.097,1.166,1.451,1.513
6/23/2023 22:10,-0.112,1.095,1.164,1.447,1.511
6/23/2023 22:20,-0.108,1.095,1.165,1.45,1.512
6/23/2023 22:30,-0.108,1.096,1.167,1.452,1.512
6/23/2023 22:40,-0.109,1.094,1.167,1.449,1.511
6/23/2023 22:50,-0.109,1.097,1.167,1.449,1.513
6/23/2023 23:00,-0.108,1.098,1.169,1.451,1.513
6/23/2023 23:10,-0.109,1.098,1.169,1.452,1.511
6/23/2023 23:20,-0.108,1.097,1.171,1.452,1.513
6/23/2023 23:30,-0.11,1.093,1.169,1.45,1.509
6/23/2023 23:40,-0.111,1.097,1.171,1.449,1.509
6/23/2023 23:50,-0.11,1.096,1.169,1.452,1.509
6/24/2023 0:00,-0.111,1.094,1.168,1.451,1.51
6/24/2023 0:10,-0.11,1.095,1.17,1.452,1.51
6/24/2023 0:20,-0.108,1.095,1.17,1.453,1.51
6/24/2023 0:30,-0.108,1.096,1.172,1.453,1.512
6/24/2023 0:40,-0.11,1.096,1.17,1.453,1.509
6/24/2023 0:50,-0.108,1.094,1.17,1.452,1.509
6/24/2023 1:00,-0.041,1.096,1.171,1.45,1.507
6/24/2023 1:10,0.05,1.095,1.171,1.45,1.509
6/24/2023 1:20,0.157,1.096,1.172,1.454,1.511
6/24/2023 1:30,0.251,1.096,1.171,1.452,1.511
6/24/2023 1:40,0.35,1.094,1.171,1.45,1.507
